fact_ids,format,module,batch
APP-KMIN-051,category_reveal,apparaat,batch-017
INKOOP-TOP-119,concentration,inkoop,batch-017
INKOOP-TOP-072,concentration,inkoop,batch-017
GEM-TOP-140,curiosity,gemeente,batch-017
INSTR-TOP-116,curiosity,instrumenten,batch-017
GEM-DOM-014,concentration,gemeente,batch-017
INSTR-TOP-057,scale_shock,instrumenten,batch-017
INKOOP-TOP-093,curiosity,inkoop,batch-017
PROV-TOP-189,curiosity,provincie,batch-017
GEM-DOM-013,concentration,gemeente,batch-017
APP-MIN-005,curiosity,apparaat,batch-017
INKOOP-TOP-101,category_reveal,inkoop,batch-018
CROSS-MULTI-027,curiosity,integraal,batch-018
INSTR-TOP-009,curiosity,instrumenten,batch-018
GEM-TOP-076,curiosity,gemeente,batch-018
INKOOP-TOP-007,curiosity,inkoop,batch-018
PROV-TOP-077,concentration,provincie,batch-018
PROV-TOP-074,concentration,provincie,batch-018
PROV-TOP-045,scale_shock,provincie,batch-018
INKOOP-TOP-059,concentration,inkoop,batch-018
APP-KMIN-157,category_reveal,apparaat,batch-018
INSTR-TOP-053;INSTR-TOP-054,comparison,instrumenten,batch-018
PROV-TOP-026,curiosity,provincie,batch-018
GEM-TOP-120,curiosity,gemeente,batch-018
APP-TOP-022,scale_shock,apparaat,batch-018
PROV-TOP-194,curiosity,provincie,batch-018
PROV-TOP-140,curiosity,provincie,batch-018
INKOOP-CAT-008,category_reveal,inkoop,batch-018
PROV-TOP-138,curiosity,provincie,batch-018
GEM-TOP-113,scale_shock,gemeente,batch-018
GEM-TOTAL-007;GEM-TOTAL-008,comparison,gemeente,batch-018
INSTR-TOP-139,curiosity,instrumenten,batch-018
PROV-TOP-106,concentration,provincie,batch-018
INSTR-TOP-046,scale_shock,instrumenten,batch-018
INKOOP-TOP-129,curiosity,inkoop,batch-018
PROV-TOP-110,scale_shock,provincie,batch-018
GEM-TOP-016,curiosity,gemeente,batch-018
INSTR-TOP-068,scale_shock,instrumenten,batch-018
APP-KMIN-131,category_reveal,apparaat,batch-018
INSTR-TOP-088,scale_shock,instrumenten,batch-018
PROV-TOP-168,concentration,provincie,batch-018
PROV-TOP-153,curiosity,provincie,batch-018
INSTR-TOP-149,scale_shock,instrumenten,batch-018
PROV-TOP-165,concentration,provincie,batch-018
APP-TOP-036,scale_shock,apparaat,batch-018
INKOOP-TOP-020,concentration,inkoop,batch-018
INSTR-TOP-114,scale_shock,instrumenten,batch-018
PUB-SRC-135,concentration,publiek,batch-018
APP-KMIN-121,category_reveal,apparaat,batch-018
PROV-TOP-064,curiosity,provincie,batch-018
PROV-TOP-129,curiosity,provincie,batch-018
GEM-TOP-022,scale_shock,gemeente,batch-018
INSTR-TOP-001,curiosity,instrumenten,batch-018
INSTR-TOP-036;INSTR-TOP-038,comparison,instrumenten,batch-018
PUB-TOP-024,concentration,publiek,batch-018
INKOOP-TOP-145,category_reveal,inkoop,batch-018
APP-KMIN-127,category_reveal,apparaat,batch-018
INSTR-TOP-145;INSTR-TOP-146,comparison,instrumenten,batch-018
INSTR-TOP-120,curiosity,instrumenten,batch-018
APP-KMIN-145,category_reveal,apparaat,batch-018
GEM-DOM-067,concentration,gemeente,batch-018
INKOOP-TOP-075,curiosity,inkoop,batch-018
PUB-TOP-099,concentration,publiek,batch-018
APP-TOP-009,scale_shock,apparaat,batch-018
GEM-DOM-046,concentration,gemeente,batch-018
GEM-TOP-141,curiosity,gemeente,batch-018
INSTR-TOP-069;INSTR-TOP-070,comparison,instrumenten,batch-018
GEM-TOP-052,curiosity,gemeente,batch-018
INKOOP-TOP-040,curiosity,inkoop,batch-018
PUB-TOP-114,concentration,publiek,batch-018
GEM-TOP-132,scale_shock,gemeente,batch-018
CROSS-MULTI-005,curiosity,integraal,batch-018
PROV-TOP-150,concentration,provincie,batch-018
PROV-TOP-055,curiosity,provincie,batch-018
INSTR-TOP-073,curiosity,instrumenten,batch-018
PROV-TOP-193,concentration,provincie,batch-018
PUB-SRC-188,concentration,publiek,batch-018
PROV-TOP-046,concentration,provincie,batch-018
INKOOP-TOP-113,concentration,inkoop,batch-018
INSTR-TOP-060,scale_shock,instrumenten,batch-018
INKOOP-TOP-081,curiosity,inkoop,batch-018
PROV-TOP-108,concentration,provincie,batch-018
GEM-TOP-116,scale_shock,gemeente,batch-018
PUB-TOP-126,concentration,publiek,batch-018
INSTR-TOP-015,curiosity,instrumenten,batch-018
PROV-TOP-040,scale_shock,provincie,batch-018
APP-KMIN-070,category_reveal,apparaat,batch-018
INKOOP-TOP-136,concentration,inkoop,batch-018
CROSS-MULTI-031,curiosity,integraal,batch-018
INKOOP-CAT-027,category_reveal,inkoop,batch-018
INKOOP-CAT-006,category_reveal,inkoop,batch-018
GEM-DOM-064,concentration,gemeente,batch-018
INKOOP-TOP-102,concentration,inkoop,batch-018
INSTR-TOP-064,scale_shock,instrumenten,batch-018
PUB-SRC-018,concentration,publiek,batch-018
PUB-TOP-058,concentration,publiek,batch-018
INSTR-TOP-123;INSTR-TOP-124,comparison,instrumenten,batch-018
INKOOP-TOP-038,curiosity,inkoop,batch-018
PUB-SRC-023,concentration,publiek,batch-018
APP-TOP-027,scale_shock,apparaat,batch-018
PROV-TOP-069,concentration,provincie,batch-018
INKOOP-TOP-037,category_reveal,inkoop,batch-018
PUB-SRC-149,concentration,publiek,batch-018
APP-KMIN-091,category_reveal,apparaat,batch-018
APP-KMIN-117,category_reveal,apparaat,batch-018
GEM-TOP-178,curiosity,gemeente,batch-018
INKOOP-TOP-082,curiosity,inkoop,batch-018
INSTR-TOP-003,curiosity,instrumenten,batch-018
INSTR-TOP-050,curiosity,instrumenten,batch-018
INKOOP-TOP-104,concentration,inkoop,batch-018
APP-KMIN-130,category_reveal,apparaat,batch-018
GEM-TOP-075,comparison,gemeente,batch-019
INKOOP-TOP-024,concentration,inkoop,batch-019
INSTR-TOP-015,scale_shock,instrumenten,batch-019
PUB-TOP-147,concentration,publiek,batch-019
PROV-TOP-180,curiosity,provincie,batch-019
PROV-TOP-013,concentration,provincie,batch-019
APP-KMIN-154,category_reveal,apparaat,batch-019
INSTR-TOP-114,curiosity,instrumenten,batch-019
INKOOP-TOP-047,curiosity,inkoop,batch-019
INSTR-TOP-045,scale_shock,instrumenten,batch-019
APP-KMIN-011,category_reveal,apparaat,batch-019
PROV-TOP-030,concentration,provincie,batch-019
INKOOP-TOP-033,curiosity,inkoop,batch-019
INKOOP-TOP-103,concentration,inkoop,batch-019
INKOOP-TOP-042,curiosity,inkoop,batch-019
INKOOP-TOP-147,category_reveal,inkoop,batch-019
PROV-TOP-125,scale_shock,provincie,batch-019
INSTR-TOP-135,scale_shock,instrumenten,batch-019
PUB-TOP-010,concentration,publiek,batch-019
PUB-TOP-123,concentration,publiek,batch-019
PUB-SRC-142,concentration,publiek,batch-019
GEM-DOM-053,concentration,gemeente,batch-019
INKOOP-TOP-142,concentration,inkoop,batch-019
PUB-TOP-008,concentration,publiek,batch-019
INKOOP-TOP-066,curiosity,inkoop,batch-019
PROV-TOP-087,curiosity,provincie,batch-019
APP-KMIN-033,category_reveal,apparaat,batch-019
PROV-TOP-014,scale_shock,provincie,batch-019
APP-KMIN-008,category_reveal,apparaat,batch-019
PROV-TOP-181,curiosity,provincie,batch-019
APP-MIN-013,scale_shock,apparaat,batch-019
PROV-TOP-062,curiosity,provincie,batch-019
APP-MIN-013,curiosity,apparaat,batch-019
GEM-TOP-020,scale_shock,gemeente,batch-019
PUB-SRC-137,concentration,publiek,batch-019
GEM-TOP-066,curiosity,gemeente,batch-019
GEM-DOM-030,concentration,gemeente,batch-019
GEM-DOM-063,concentration,gemeente,batch-019
INSTR-TOP-119;INSTR-TOP-120,comparison,instrumenten,batch-019
INKOOP-HSTF-005,scale_shock,inkoop,batch-019
INKOOP-TOP-054,curiosity,inkoop,batch-019
APP-KMIN-048,category_reveal,apparaat,batch-019
PROV-TOP-031,curiosity,provincie,batch-019
PUB-TOP-066,concentration,publiek,batch-019
INSTR-TOP-131;INSTR-TOP-132,comparison,instrumenten,batch-019
GEM-TOTAL-008;GEM-TOTAL-009,comparison,gemeente,batch-019
PROV-TOP-117,concentration,provincie,batch-019
PUB-SRC-016,concentration,publiek,batch-019
PUB-SRC-096,concentration,publiek,batch-019
APP-KMIN-179,category_reveal,apparaat,batch-019
APP-KMIN-155,category_reveal,apparaat,batch-019
INSTR-TOP-141;INSTR-TOP-142,comparison,instrumenten,batch-019
PROV-TOP-139,concentration,provincie,batch-019
INSTR-TOP-014,curiosity,instrumenten,batch-019
INSTR-TOP-015;INSTR-TOP-016,comparison,instrumenten,batch-019
APP-KMIN-126,category_reveal,apparaat,batch-019
INSTR-TOP-065;INSTR-TOP-066,comparison,instrumenten,batch-019
PUB-TOP-089,concentration,publiek,batch-019
PUB-TOP-143,concentration,publiek,batch-019
INSTR-TOP-068,curiosity,instrumenten,batch-019
APP-KMIN-110,category_reveal,apparaat,batch-019
PROV-TOP-027,scale_shock,provincie,batch-019
PROV-TOP-178,curiosity,provincie,batch-019
PROV-TOP-023,curiosity,provincie,batch-019
GEM-TOP-132,curiosity,gemeente,batch-019
INKOOP-TOP-087,curiosity,inkoop,batch-019
INKOOP-TOP-142,category_reveal,inkoop,batch-019
PROV-TOP-105,curiosity,provincie,batch-019
PUB-SRC-059,concentration,publiek,batch-019
INSTR-TOP-138,curiosity,instrumenten,batch-019
PROV-TOP-005,curiosity,provincie,batch-019
INKOOP-TOP-090,category_reveal,inkoop,batch-019
PROV-TOP-088,concentration,provincie,batch-019
PUB-TOP-072,concentration,publiek,batch-019
INSTR-TOP-137,curiosity,instrumenten,batch-019
APP-KMIN-133,category_reveal,apparaat,batch-019
GEM-DOM-025,concentration,gemeente,batch-019
PROV-TOP-053,concentration,provincie,batch-019
PUB-SRC-177,concentration,publiek,batch-019
PROV-TOP-116,curiosity,provincie,batch-019
INKOOP-CAT-004,category_reveal,inkoop,batch-019
GEM-TOP-053,curiosity,gemeente,batch-019
INKOOP-TOP-040,category_reveal,inkoop,batch-019
GEM-TOP-128,scale_shock,gemeente,batch-019
PUB-TOP-102,concentration,publiek,batch-019
PROV-TOP-187,curiosity,provincie,batch-019
INSTR-TOP-038,curiosity,instrumenten,batch-019
GEM-TOP-040,curiosity,gemeente,batch-019
INSTR-TOP-024;INSTR-TOP-025,comparison,instrumenten,batch-019
PROV-TOP-018,curiosity,provincie,batch-019
INKOOP-TOP-149,curiosity,inkoop,batch-019
PUB-TOP-120,concentration,publiek,batch-019
PUB-SRC-089,concentration,publiek,batch-019
APP-KMIN-012,category_reveal,apparaat,batch-019
INKOOP-TOP-048,category_reveal,inkoop,batch-019
PROV-TOP-062,scale_shock,provincie,batch-019
APP-TOP-024,scale_shock,apparaat,batch-019
INKOOP-TOP-058,curiosity,inkoop,batch-019
APP-KMIN-181,category_reveal,apparaat,batch-019
GEM-TOP-073,scale_shock,gemeente,batch-019
INSTR-TOP-125,curiosity,instrumenten,batch-020
APP-KMIN-164,category_reveal,apparaat,batch-020
INSTR-TOP-066,curiosity,instrumenten,batch-020
APP-KMIN-124,category_reveal,apparaat,batch-020
INSTR-TOP-140,curiosity,instrumenten,batch-020
INSTR-TOP-014,scale_shock,instrumenten,batch-020
INKOOP-TOP-111,curiosity,inkoop,batch-020
PROV-TOP-178,concentration,provincie,batch-020
PROV-TOP-003,scale_shock,provincie,batch-020
PROV-TOTAL-009;PROV-TOTAL-010,comparison,provincie,batch-020
INKOOP-TOP-125,concentration,inkoop,batch-020
PUB-SRC-038,concentration,publiek,batch-020
INKOOP-TOP-091,concentration,inkoop,batch-020
APP-KMIN-013,category_reveal,apparaat,batch-020
APP-KMIN-058,category_reveal,apparaat,batch-020
PROV-TOP-100,scale_shock,provincie,batch-020
PROV-TOP-012,concentration,provincie,batch-020
PROV-TOP-123,concentration,provincie,batch-020
INSTR-TOP-126,curiosity,instrumenten,batch-020
PUB-TOP-007,concentration,publiek,batch-020
PROV-TOP-024,curiosity,provincie,batch-020
GEM-TOP-004,scale_shock,gemeente,batch-020
APP-KMIN-160,category_reveal,apparaat,batch-020
INSTR-TOP-042,curiosity,instrumenten,batch-020
PROV-TOP-085,concentration,provincie,batch-020
PUB-TOP-144,concentration,publiek,batch-020
INSTR-TOP-003;INSTR-TOP-005,comparison,instrumenten,batch-020
INSTR-TOP-100,scale_shock,instrumenten,batch-020
INSTR-TOP-055,scale_shock,instrumenten,batch-020
PROV-TOP-002,scale_shock,provincie,batch-020
PROV-TOP-109,scale_shock,provincie,batch-020
GEM-TOP-179,curiosity,gemeente,batch-020
APP-TOP-037,scale_shock,apparaat,batch-020
GEM-DOM-011,concentration,gemeente,batch-020
INKOOP-CAT-014,category_reveal,inkoop,batch-020
INKOOP-HSTF-007,scale_shock,inkoop,batch-020
APP-KMIN-125,category_reveal,apparaat,batch-020
INKOOP-TOP-100,category_reveal,inkoop,batch-020
GEM-TOP-046,scale_shock,gemeente,batch-020
GEM-DOM-062,concentration,gemeente,batch-020
PROV-TOP-102,concentration,provincie,batch-020
PROV-TOP-130,concentration,provincie,batch-020
PROV-TOP-195,concentration,provincie,batch-020
PUB-SRC-083,concentration,publiek,batch-020
APP-MIN-019;APP-MIN-020,comparison,apparaat,batch-020
GEM-TOP-028,scale_shock,gemeente,batch-020
PROV-TOP-184,concentration,provincie,batch-020
PROV-TOP-049,scale_shock,provincie,batch-020
APP-KMIN-094,category_reveal,apparaat,batch-020
INKOOP-TOP-023,category_reveal,inkoop,batch-020
GEM-TOP-007,curiosity,gemeente,batch-020
INKOOP-TOP-016,category_reveal,inkoop,batch-020
PROV-TOP-044,curiosity,provincie,batch-020
PUB-SRC-074,concentration,publiek,batch-020
APP-TOP-013,scale_shock,apparaat,batch-020
INKOOP-CAT-020,category_reveal,inkoop,batch-020
PUB-TOP-071,concentration,publiek,batch-020
PUB-TOP-070,concentration,publiek,batch-020
INKOOP-TOP-135,curiosity,inkoop,batch-020
GEM-DOM-035,concentration,gemeente,batch-020
PROV-TOP-175,concentration,provincie,batch-020
PROV-TOP-076,concentration,provincie,batch-020
PROV-TOP-021,concentration,provincie,batch-020
APP-KMIN-196,category_reveal,apparaat,batch-020
PUB-TOP-045,concentration,publiek,batch-020
APP-TOP-006,scale_shock,apparaat,batch-020
GEM-TOP-020;GEM-TOP-027,comparison,gemeente,batch-020
GEM-TOP-179,comparison,gemeente,batch-020
INSTR-TOP-001,scale_shock,instrumenten,batch-020
INKOOP-TOP-149,category_reveal,inkoop,batch-020
PUB-SRC-153,concentration,publiek,batch-020
INKOOP-TOP-139,concentration,inkoop,batch-020
GEM-TOP-110,comparison,gemeente,batch-020
PUB-SRC-198,concentration,publiek,batch-020
PROV-TOP-094,concentration,provincie,batch-020
INKOOP-TOP-142,curiosity,inkoop,batch-020
GEM-TOP-010,curiosity,gemeente,batch-020
APP-KMIN-119,category_reveal,apparaat,batch-020
INKOOP-CAT-024,category_reveal,inkoop,batch-020
INKOOP-TOP-081,concentration,inkoop,batch-020
GEM-TOP-175,curiosity,gemeente,batch-020
PROV-TOP-197,concentration,provincie,batch-020
PUB-TOP-022,concentration,publiek,batch-020
PROV-TOP-094,scale_shock,provincie,batch-020
INKOOP-TOP-034,curiosity,inkoop,batch-020
PUB-SRC-168,concentration,publiek,batch-020
GEM-TOP-041,comparison,gemeente,batch-020
APP-KMIN-014,category_reveal,apparaat,batch-020
INKOOP-TOP-132,concentration,inkoop,batch-020
GEM-DOM-044,concentration,gemeente,batch-020
PROV-TOP-119,curiosity,provincie,batch-020
INKOOP-CAT-002,category_reveal,inkoop,batch-020
PROV-TOP-045,curiosity,provincie,batch-020
PUB-SRC-065,concentration,publiek,batch-020
GEM-TOP-106,comparison,gemeente,batch-020
GEM-TOP-005,curiosity,gemeente,batch-020
APP-KMIN-061,category_reveal,apparaat,batch-020
GEM-TOP-110,scale_shock,gemeente,batch-020
INSTR-TOP-036,curiosity,instrumenten,batch-020
PROV-TOP-194,concentration,provincie,batch-020
GEM-TOP-196,curiosity,gemeente,batch-021
CROSS-MULTI-032,curiosity,integraal,batch-021
APP-MIN-007,curiosity,apparaat,batch-021
PROV-TOP-027,curiosity,provincie,batch-021
PROV-TOP-038,curiosity,provincie,batch-021
GEM-TOP-105,curiosity,gemeente,batch-021
INSTR-YOY-DN-041,scale_shock,instrumenten,batch-021
PUB-TOP-048,concentration,publiek,batch-021
INKOOP-TOP-049,concentration,inkoop,batch-021
PROV-TOP-188,curiosity,provincie,batch-021
INKOOP-CAT-010,category_reveal,inkoop,batch-021
APP-KMIN-096,category_reveal,apparaat,batch-021
APP-KMIN-106,category_reveal,apparaat,batch-021
GEM-TOP-087,curiosity,gemeente,batch-021
APP-KMIN-060,category_reveal,apparaat,batch-021
INKOOP-CAT-043,category_reveal,inkoop,batch-021
PUB-SRC-133,concentration,publiek,batch-021
INKOOP-TOP-059,category_reveal,inkoop,batch-021
GEM-TOP-057,curiosity,gemeente,batch-021
PUB-SRC-093,concentration,publiek,batch-021
INSTR-TOP-005,scale_shock,instrumenten,batch-021
GEM-TOP-195,curiosity,gemeente,batch-021
PROV-TOP-193,curiosity,provincie,batch-021
INSTR-TOP-096,scale_shock,instrumenten,batch-021
INSTR-TOP-047;INSTR-TOP-048,comparison,instrumenten,batch-021
PROV-TOP-091,scale_shock,provincie,batch-021
PROV-TOP-014,concentration,provincie,batch-021
GEM-TOP-004,curiosity,gemeente,batch-021
INKOOP-TOP-093,concentration,inkoop,batch-021
GEM-TOP-091,scale_shock,gemeente,batch-021
PUB-SRC-075,concentration,publiek,batch-021
GEM-TOP-177,curiosity,gemeente,batch-021
PROV-TOP-075,concentration,provincie,batch-021
PUB-TOP-059,concentration,publiek,batch-021
GEM-DOM-018,concentration,gemeente,batch-021
APP-KMIN-197,category_reveal,apparaat,batch-021
APP-KMIN-079,category_reveal,apparaat,batch-021
INKOOP-TOP-011,concentration,inkoop,batch-021
PUB-TOP-054,concentration,publiek,batch-021
PROV-TOP-055,concentration,provincie,batch-021
GEM-TOP-077,scale_shock,gemeente,batch-021
INSTR-TOP-084,scale_shock,instrumenten,batch-021
INSTR-TOP-092;INSTR-TOP-093,comparison,instrumenten,batch-021
GEM-TOP-176,curiosity,gemeente,batch-021
PROV-TOP-160,curiosity,provincie,batch-021
PROV-TOP-023,concentration,provincie,batch-021
PROV-TOP-067,scale_shock,provincie,batch-021
PUB-SRC-098,concentration,publiek,batch-021
PROV-TOP-088,curiosity,provincie,batch-021
INSTR-TOP-121,scale_shock,instrumenten,batch-021
PROV-TOP-192,concentration,provincie,batch-021
INKOOP-TOP-036,category_reveal,inkoop,batch-021
APP-KMIN-025,category_reveal,apparaat,batch-021
PUB-SRC-176,concentration,publiek,batch-021
INKOOP-TOP-096,curiosity,inkoop,batch-021
PUB-SRC-174,concentration,publiek,batch-021
PROV-TOP-179,concentration,provincie,batch-021
INKOOP-TOP-027,category_reveal,inkoop,batch-021
INKOOP-TOP-096,concentration,inkoop,batch-021
INSTR-TOP-102,scale_shock,instrumenten,batch-021
PUB-TOP-079,concentration,publiek,batch-021
PUB-TOP-100,concentration,publiek,batch-021
PROV-TOP-084,concentration,provincie,batch-021
APP-KMIN-019,category_reveal,apparaat,batch-021
GEM-TOP-047,curiosity,gemeente,batch-021
INKOOP-TOP-124,concentration,inkoop,batch-021
PUB-TOP-077,concentration,publiek,batch-021
GEM-TOP-089,curiosity,gemeente,batch-021
GEM-TOP-013,scale_shock,gemeente,batch-021
APP-KMIN-153,category_reveal,apparaat,batch-021
APP-TOP-018,scale_shock,apparaat,batch-021
GEM-DOM-028,concentration,gemeente,batch-021
INKOOP-TOP-024,curiosity,inkoop,batch-021
PUB-SRC-042,concentration,publiek,batch-021
INKOOP-TOP-116,category_reveal,inkoop,batch-021
PROV-TOP-196,concentration,provincie,batch-021
INKOOP-TOP-038,concentration,inkoop,batch-021
INSTR-TOP-109,scale_shock,instrumenten,batch-021
INKOOP-TOP-118,category_reveal,inkoop,batch-021
INKOOP-TOP-029,concentration,inkoop,batch-021
GEM-DOM-041,concentration,gemeente,batch-021
PUB-TOP-140,concentration,publiek,batch-021
GEM-DOM-009,concentration,gemeente,batch-021
INKOOP-TOP-025,curiosity,inkoop,batch-021
APP-KMIN-035,category_reveal,apparaat,batch-021
PROV-TOP-123,scale_shock,provincie,batch-021
PUB-SRC-048,concentration,publiek,batch-021
PUB-TOP-021,concentration,publiek,batch-021
APP-KMIN-052,category_reveal,apparaat,batch-021
GEM-TOP-018,scale_shock,gemeente,batch-021
APP-KMIN-080,category_reveal,apparaat,batch-021
PROV-TOP-096,concentration,provincie,batch-021
GEM-TOP-026,scale_shock,gemeente,batch-021
INSTR-TOP-049;INSTR-TOP-050,comparison,instrumenten,batch-021
INSTR-TOP-063,curiosity,instrumenten,batch-021
GEM-TOP-043,comparison,gemeente,batch-021
APP-KMIN-099,category_reveal,apparaat,batch-021
GEM-TOP-002,scale_shock,gemeente,batch-021
GEM-TOP-074,comparison,gemeente,batch-021
INKOOP-TOP-049,curiosity,inkoop,batch-021
APP-MIN-022,curiosity,apparaat,batch-022
INSTR-TOP-044,scale_shock,instrumenten,batch-022
INSTR-TOP-054,curiosity,instrumenten,batch-022
INSTR-TOP-121,curiosity,instrumenten,batch-022
INKOOP-TOP-006,curiosity,inkoop,batch-022
PUB-SRC-101,concentration,publiek,batch-022
INSTR-TOP-075;INSTR-TOP-077,comparison,instrumenten,batch-022
INKOOP-CAT-003,category_reveal,inkoop,batch-022
INSTR-TOP-017,scale_shock,instrumenten,batch-022
GEM-TOP-035,scale_shock,gemeente,batch-022
PUB-SRC-166,concentration,publiek,batch-022
PROV-TOP-192,curiosity,provincie,batch-022
PROV-TOP-080,scale_shock,provincie,batch-022
GEM-TOP-063,scale_shock,gemeente,batch-022
PUB-SRC-054,concentration,publiek,batch-022
APP-MIN-024,curiosity,apparaat,batch-022
PROV-TOP-033,curiosity,provincie,batch-022
PUB-SRC-110,concentration,publiek,batch-022
INKOOP-TOP-141,concentration,inkoop,batch-022
INKOOP-CAT-041,category_reveal,inkoop,batch-022
PUB-TOP-023,concentration,publiek,batch-022
PUB-SRC-187,concentration,publiek,batch-022
PUB-SRC-146,concentration,publiek,batch-022
INKOOP-TOP-119,curiosity,inkoop,batch-022
APP-TOP-014,scale_shock,apparaat,batch-022
APP-MIN-012,scale_shock,apparaat,batch-022
INKOOP-TOP-110,curiosity,inkoop,batch-022
INSTR-TOP-107;INSTR-TOP-108,comparison,instrumenten,batch-022
PROV-TOP-126,scale_shock,provincie,batch-022
PROV-TOP-060,concentration,provincie,batch-022
INSTR-TOP-036,scale_shock,instrumenten,batch-022
PROV-TOP-073,concentration,provincie,batch-022
CROSS-MULTI-029,curiosity,integraal,batch-022
GEM-DOM-022,concentration,gemeente,batch-022
PUB-SRC-200,concentration,publiek,batch-022
APP-KMIN-100,category_reveal,apparaat,batch-022
PUB-SRC-024,concentration,publiek,batch-022
GEM-TOP-136,scale_shock,gemeente,batch-022
APP-KMIN-016,category_reveal,apparaat,batch-022
INSTR-TOP-090;INSTR-TOP-091,comparison,instrumenten,batch-022
PROV-TOP-152,curiosity,provincie,batch-022
PROV-TOP-035,curiosity,provincie,batch-022
PUB-TOP-036,concentration,publiek,batch-022
PROV-TOP-001,scale_shock,provincie,batch-022
PROV-TOP-111,scale_shock,provincie,batch-022
GEM-TOP-039,curiosity,gemeente,batch-022
INSTR-TOP-043,scale_shock,instrumenten,batch-022
GEM-TOP-152,scale_shock,gemeente,batch-022
PROV-TOP-121,curiosity,provincie,batch-022
GEM-TOP-034,curiosity,gemeente,batch-022
PROV-TOP-062,concentration,provincie,batch-022
INSTR-TOP-078;INSTR-TOP-079,comparison,instrumenten,batch-022
INKOOP-TOP-012,category_reveal,inkoop,batch-022
PUB-SRC-117,concentration,publiek,batch-022
PUB-TOP-148,concentration,publiek,batch-022
PROV-TOP-120,concentration,provincie,batch-022
INKOOP-TOP-144,concentration,inkoop,batch-022
PUB-SRC-097,concentration,publiek,batch-022
PROV-TOP-129,concentration,provincie,batch-022
PROV-TOP-104,curiosity,provincie,batch-022
INSTR-TOP-011,curiosity,instrumenten,batch-022
PROV-TOP-037,scale_shock,provincie,batch-022
GEM-TOP-017,scale_shock,gemeente,batch-022
PUB-SRC-034,concentration,publiek,batch-022
PROV-TOTAL-001;PROV-TOTAL-002,comparison,provincie,batch-022
INKOOP-TOP-061,category_reveal,inkoop,batch-022
PUB-TOP-133,concentration,publiek,batch-022
GEM-TOP-133,scale_shock,gemeente,batch-022
GEM-TOP-135,scale_shock,gemeente,batch-022
INKOOP-TOP-065,concentration,inkoop,batch-022
PROV-TOP-030,scale_shock,provincie,batch-022
PROV-TOP-043,curiosity,provincie,batch-022
GEM-TOP-087,scale_shock,gemeente,batch-022
GEM-DOM-020,concentration,gemeente,batch-022
PROV-TOP-022,curiosity,provincie,batch-022
GEM-TOP-114,curiosity,gemeente,batch-022
GEM-TOP-060,scale_shock,gemeente,batch-022
GEM-TOP-089,scale_shock,gemeente,batch-022
PROV-TOP-118,concentration,provincie,batch-022
GEM-TOP-104,scale_shock,gemeente,batch-022
GEM-TOP-094,scale_shock,gemeente,batch-022
PUB-TOP-056,concentration,publiek,batch-022
PROV-TOP-049,concentration,provincie,batch-022
INKOOP-TOP-082,concentration,inkoop,batch-022
GEM-DOM-010,concentration,gemeente,batch-022
GEM-TOP-155,curiosity,gemeente,batch-022
INSTR-TOP-029,curiosity,instrumenten,batch-022
PROV-TOP-001,concentration,provincie,batch-022
GEM-TOP-025,curiosity,gemeente,batch-022
PUB-SRC-116,concentration,publiek,batch-022
APP-KMIN-186,category_reveal,apparaat,batch-022
INSTR-TOP-011,scale_shock,instrumenten,batch-022
APP-KMIN-139,category_reveal,apparaat,batch-022
GEM-DOM-050,concentration,gemeente,batch-022
GEM-TOP-095,scale_shock,gemeente,batch-022
INKOOP-TOP-041,category_reveal,inkoop,batch-022
PUB-TOP-038,concentration,publiek,batch-022
GEM-TOP-133,curiosity,gemeente,batch-022
GEM-TOP-151,curiosity,gemeente,batch-022
INKOOP-TOP-084,category_reveal,inkoop,batch-022
GEM-DOM-057,concentration,gemeente,batch-023
PUB-TOP-139,concentration,publiek,batch-023
PROV-TOP-084,scale_shock,provincie,batch-023
INSTR-TOP-065,scale_shock,instrumenten,batch-023
GEM-TOP-062,scale_shock,gemeente,batch-023
PROV-TOP-103,scale_shock,provincie,batch-023
INSTR-TOP-127,curiosity,instrumenten,batch-023
PROV-TOP-010,scale_shock,provincie,batch-023
PUB-SRC-049,concentration,publiek,batch-023
GEM-TOP-056,curiosity,gemeente,batch-023
CROSS-MULTI-007,curiosity,integraal,batch-023
INKOOP-TOP-055,concentration,inkoop,batch-023
INKOOP-TOP-140,curiosity,inkoop,batch-023
APP-MIN-005;APP-MIN-006,comparison,apparaat,batch-023
INSTR-TOP-149,curiosity,instrumenten,batch-023
INKOOP-TOP-106,curiosity,inkoop,batch-023
INKOOP-TOP-130,curiosity,inkoop,batch-023
INKOOP-TOP-089,concentration,inkoop,batch-023
PUB-SRC-044,concentration,publiek,batch-023
APP-TOP-023,scale_shock,apparaat,batch-023
INKOOP-CAT-026,category_reveal,inkoop,batch-023
INKOOP-TOP-055,category_reveal,inkoop,batch-023
GEM-TOP-103,scale_shock,gemeente,batch-023
PROV-TOP-105,scale_shock,provincie,batch-023
GEM-TOP-076,scale_shock,gemeente,batch-023
GEM-TOP-074,curiosity,gemeente,batch-023
INKOOP-TOP-110,category_reveal,inkoop,batch-023
INSTR-TOP-033,curiosity,instrumenten,batch-023
APP-KMIN-038,category_reveal,apparaat,batch-023
INSTR-TOP-069,curiosity,instrumenten,batch-023
PROV-TOP-099,scale_shock,provincie,batch-023
