fact_ids,format,module,batch
INKOOP-TOP-041,curiosity,inkoop,batch-007
APP-KMIN-062,category_reveal,apparaat,batch-007
GEM-TOP-012,scale_shock,gemeente,batch-007
INKOOP-TOP-136,category_reveal,inkoop,batch-007
PUB-SRC-051,concentration,publiek,batch-007
PROV-TOP-046,scale_shock,provincie,batch-007
INKOOP-TOP-012,concentration,inkoop,batch-007
PROV-TOP-147,curiosity,provincie,batch-007
INSTR-TOP-111;INSTR-TOP-112,comparison,instrumenten,batch-007
INKOOP-TOP-002,concentration,inkoop,batch-007
PUB-SRC-108,concentration,publiek,batch-007
PROV-TOP-010,curiosity,provincie,batch-007
INSTR-TOP-088,curiosity,instrumenten,batch-007
GEM-TOP-046,curiosity,gemeente,batch-007
INKOOP-TOP-028,curiosity,inkoop,batch-007
CROSS-MULTI-023,curiosity,integraal,batch-007
GEM-TOP-051,scale_shock,gemeente,batch-007
PUB-TOP-014,concentration,publiek,batch-007
PROV-TOP-179,curiosity,provincie,batch-007
GEM-TOP-074,scale_shock,gemeente,batch-007
PROV-TOP-103,concentration,provincie,batch-007
PROV-TOP-182,concentration,provincie,batch-007
INKOOP-CAT-033,category_reveal,inkoop,batch-007
INSTR-TOP-022,scale_shock,instrumenten,batch-007
PROV-TOP-087,concentration,provincie,batch-007
INSTR-TOP-098,curiosity,instrumenten,batch-007
PUB-TOP-116,concentration,publiek,batch-007
PROV-TOP-191,concentration,provincie,batch-007
PUB-SRC-151,concentration,publiek,batch-007
PUB-SRC-076,concentration,publiek,batch-007
PUB-SRC-186,concentration,publiek,batch-007
APP-KMIN-074,category_reveal,apparaat,batch-007
INSTR-TOP-071,curiosity,instrumenten,batch-007
INKOOP-CAT-022,category_reveal,inkoop,batch-007
PROV-TOP-128,concentration,provincie,batch-007
GEM-TOP-067,comparison,gemeente,batch-007
INKOOP-CAT-029,category_reveal,inkoop,batch-007
PROV-TOP-168,curiosity,provincie,batch-007
INKOOP-TOP-092,category_reveal,inkoop,batch-007
PUB-TOP-096,concentration,publiek,batch-007
INSTR-YOY-DN-055,scale_shock,instrumenten,batch-007
APP-KMIN-049,category_reveal,apparaat,batch-007
APP-KMIN-010,category_reveal,apparaat,batch-007
INKOOP-TOP-070,concentration,inkoop,batch-007
INKOOP-TOP-047,category_reveal,inkoop,batch-007
PROV-TOP-141,concentration,provincie,batch-007
INSTR-TOP-122,curiosity,instrumenten,batch-007
GEM-TOP-008,curiosity,gemeente,batch-007
PROV-TOP-097,scale_shock,provincie,batch-007
INKOOP-TOP-030,category_reveal,inkoop,batch-007
PROV-TOP-137,curiosity,provincie,batch-007
PUB-TOP-124,concentration,publiek,batch-007
PUB-SRC-169,concentration,publiek,batch-007
PROV-TOP-044,scale_shock,provincie,batch-007
APP-KMIN-018,category_reveal,apparaat,batch-007
APP-KMIN-180,category_reveal,apparaat,batch-007
PROV-TOP-136,concentration,provincie,batch-007
PROV-TOP-048,scale_shock,provincie,batch-007
INKOOP-TOP-116,curiosity,inkoop,batch-007
INKOOP-TOP-113,curiosity,inkoop,batch-007
GEM-TOP-144,scale_shock,gemeente,batch-007
INKOOP-TOP-102,category_reveal,inkoop,batch-007
INKOOP-TOP-056,curiosity,inkoop,batch-007
PROV-TOP-125,curiosity,provincie,batch-007
GEM-TOP-193,comparison,gemeente,batch-007
PROV-TOP-069,curiosity,provincie,batch-007
INKOOP-TOP-074,concentration,inkoop,batch-007
INSTR-TOP-093,curiosity,instrumenten,batch-007
PROV-TOP-010,concentration,provincie,batch-007
GEM-TOP-147,curiosity,gemeente,batch-007
PROV-TOP-066,curiosity,provincie,batch-007
GEM-TOP-031,scale_shock,gemeente,batch-007
PROV-TOP-067,curiosity,provincie,batch-007
INSTR-TOP-010,curiosity,instrumenten,batch-007
PUB-TOP-029,concentration,publiek,batch-007
PROV-TOP-053,scale_shock,provincie,batch-007
INKOOP-TOP-052,concentration,inkoop,batch-007
APP-MIN-001,scale_shock,apparaat,batch-007
PUB-SRC-064,concentration,publiek,batch-007
INKOOP-TOP-028,concentration,inkoop,batch-007
GEM-TOP-181,curiosity,gemeente,batch-007
PUB-SRC-086,concentration,publiek,batch-007
INKOOP-TOP-051,curiosity,inkoop,batch-007
GEM-TOP-117,curiosity,gemeente,batch-007
INKOOP-TOP-039,curiosity,inkoop,batch-007
GEM-DOM-043,concentration,gemeente,batch-007
GEM-TOP-002,curiosity,gemeente,batch-007
PROV-TOP-167,concentration,provincie,batch-007
APP-KMIN-040,category_reveal,apparaat,batch-007
GEM-TOP-138,curiosity,gemeente,batch-007
GEM-TOP-001,comparison,gemeente,batch-007
INSTR-TOP-142,curiosity,instrumenten,batch-007
PROV-TOP-095,scale_shock,provincie,batch-007
INKOOP-TOP-017,concentration,inkoop,batch-007
APP-KMIN-076,category_reveal,apparaat,batch-008
APP-KMIN-022,category_reveal,apparaat,batch-008
PUB-SRC-148,concentration,publiek,batch-008
PROV-TOP-175,curiosity,provincie,batch-008
PROV-TOP-132,curiosity,provincie,batch-008
INKOOP-TOP-119,category_reveal,inkoop,batch-008
GEM-TOP-174,curiosity,gemeente,batch-008
INKOOP-TOP-014,category_reveal,inkoop,batch-008
PROV-TOP-109,curiosity,provincie,batch-008
INSTR-TOP-090,curiosity,instrumenten,batch-008
INSTR-TOP-117,curiosity,instrumenten,batch-008
PROV-TOP-065,concentration,provincie,batch-008
GEM-TOP-021,curiosity,gemeente,batch-008
PUB-TOP-104,concentration,publiek,batch-008
PUB-TOP-107,concentration,publiek,batch-008
INSTR-TOP-062,scale_shock,instrumenten,batch-008
PROV-TOP-022,concentration,provincie,batch-008
PROV-TOP-100,curiosity,provincie,batch-008
APP-KMIN-093,category_reveal,apparaat,batch-008
INKOOP-TOP-032,curiosity,inkoop,batch-008
PUB-TOP-141,concentration,publiek,batch-008
INKOOP-CAT-001,category_reveal,inkoop,batch-008
INSTR-TOP-074,scale_shock,instrumenten,batch-008
APP-TOP-026,scale_shock,apparaat,batch-008
PUB-SRC-179,concentration,publiek,batch-008
PROV-TOP-040,concentration,provincie,batch-008
GEM-TOP-162,curiosity,gemeente,batch-008
PROV-TOP-032,scale_shock,provincie,batch-008
PROV-TOP-049,curiosity,provincie,batch-008
GEM-DOM-026,concentration,gemeente,batch-008
PUB-SRC-124,concentration,publiek,batch-008
APP-MIN-013;APP-MIN-014,comparison,apparaat,batch-008
APP-KMIN-107,category_reveal,apparaat,batch-008
APP-MIN-004,curiosity,apparaat,batch-008
PROV-TOP-053;PROV-TOP-055,comparison,provincie,batch-008
APP-MIN-011;APP-MIN-012,comparison,apparaat,batch-008
PROV-TOP-145,curiosity,provincie,batch-008
INSTR-TOP-013;INSTR-TOP-014,comparison,instrumenten,batch-008
GEM-DOM-019,concentration,gemeente,batch-008
GEM-TOP-036,scale_shock,gemeente,batch-008
INSTR-TOP-083,scale_shock,instrumenten,batch-008
PUB-SRC-156,concentration,publiek,batch-008
PROV-TOP-117,curiosity,provincie,batch-008
GEM-TOP-134,curiosity,gemeente,batch-008
INSTR-TOP-084,curiosity,instrumenten,batch-008
INKOOP-TOP-045,category_reveal,inkoop,batch-008
CROSS-MULTI-022,curiosity,integraal,batch-008
GEM-TOP-083,curiosity,gemeente,batch-008
CROSS-MULTI-011,curiosity,integraal,batch-008
CROSS-MULTI-015,curiosity,integraal,batch-008
APP-KMIN-075,category_reveal,apparaat,batch-008
APP-KMIN-174,category_reveal,apparaat,batch-008
INKOOP-TOP-048,concentration,inkoop,batch-008
INKOOP-TOP-136,curiosity,inkoop,batch-008
PUB-SRC-092,concentration,publiek,batch-008
PROV-TOP-005,concentration,provincie,batch-008
PROV-TOP-127,concentration,provincie,batch-008
GEM-TOP-126,curiosity,gemeente,batch-008
PUB-TOP-004,concentration,publiek,batch-008
APP-KMIN-004,category_reveal,apparaat,batch-008
PROV-TOP-045,concentration,provincie,batch-008
PROV-TOP-003,curiosity,provincie,batch-008
GEM-TOP-027,scale_shock,gemeente,batch-008
PROV-TOP-043,scale_shock,provincie,batch-008
GEM-TOP-081,scale_shock,gemeente,batch-008
INSTR-TOP-147,curiosity,instrumenten,batch-008
INKOOP-TOP-067,concentration,inkoop,batch-008
PROV-TOP-019,scale_shock,provincie,batch-008
APP-KMIN-045,category_reveal,apparaat,batch-008
APP-KMIN-170,category_reveal,apparaat,batch-008
PUB-SRC-165,concentration,publiek,batch-008
PROV-TOP-200,concentration,provincie,batch-008
GEM-TOP-029,comparison,gemeente,batch-008
INKOOP-TOP-105,concentration,inkoop,batch-008
PROV-TOP-142,curiosity,provincie,batch-008
INKOOP-TOP-133,curiosity,inkoop,batch-008
PROV-TOP-183,curiosity,provincie,batch-008
GEM-TOP-185,curiosity,gemeente,batch-008
PROV-TOP-072,scale_shock,provincie,batch-008
PROV-TOP-111,curiosity,provincie,batch-008
INKOOP-CAT-046,category_reveal,inkoop,batch-008
GEM-TOP-144,curiosity,gemeente,batch-008
APP-KMIN-193,category_reveal,apparaat,batch-008
GEM-TOP-031,curiosity,gemeente,batch-008
INSTR-TOP-025,scale_shock,instrumenten,batch-008
PROV-TOP-021,curiosity,provincie,batch-008
PUB-TOP-092,concentration,publiek,batch-008
GEM-TOP-096,curiosity,gemeente,batch-008
APP-TOP-003,scale_shock,apparaat,batch-008
INKOOP-TOP-036,curiosity,inkoop,batch-008
INKOOP-TOP-006,category_reveal,inkoop,batch-008
PROV-TOP-116,scale_shock,provincie,batch-008
GEM-TOP-027,curiosity,gemeente,batch-008
GEM-TOP-115,curiosity,gemeente,batch-008
INSTR-TOP-080,curiosity,instrumenten,batch-008
PUB-SRC-003,concentration,publiek,batch-008
APP-MIN-023,curiosity,apparaat,batch-008
APP-MIN-010,scale_shock,apparaat,batch-008
PROV-TOP-044,concentration,provincie,batch-008
INSTR-TOP-006,curiosity,instrumenten,batch-008
PUB-SRC-109,concentration,publiek,batch-009
INSTR-TOP-146,curiosity,instrumenten,batch-009
PROV-TOP-041,curiosity,provincie,batch-009
INKOOP-TOP-020,category_reveal,inkoop,batch-009
INKOOP-TOP-022,category_reveal,inkoop,batch-009
GEM-DOM-060,concentration,gemeente,batch-009
PUB-SRC-129,concentration,publiek,batch-009
INKOOP-TOP-101,curiosity,inkoop,batch-009
PUB-SRC-181,concentration,publiek,batch-009
GEM-TOP-084,curiosity,gemeente,batch-009
INSTR-TOP-096;INSTR-TOP-097,comparison,instrumenten,batch-009
APP-KMIN-112,category_reveal,apparaat,batch-009
INSTR-TOP-140,scale_shock,instrumenten,batch-009
GEM-TOP-034,scale_shock,gemeente,batch-009
PROV-TOP-092,curiosity,provincie,batch-009
INKOOP-TOP-118,curiosity,inkoop,batch-009
INSTR-TOP-022;INSTR-TOP-023,comparison,instrumenten,batch-009
APP-KMIN-175,category_reveal,apparaat,batch-009
APP-KMIN-024,category_reveal,apparaat,batch-009
INKOOP-TOP-140,category_reveal,inkoop,batch-009
PUB-SRC-095,concentration,publiek,batch-009
PUB-TOP-150,concentration,publiek,batch-009
INKOOP-TOP-087,concentration,inkoop,batch-009
INKOOP-TOP-104,curiosity,inkoop,batch-009
PUB-TOP-083,concentration,publiek,batch-009
INKOOP-TOP-071,category_reveal,inkoop,batch-009
INSTR-TOP-143,curiosity,instrumenten,batch-009
GEM-TOP-064,scale_shock,gemeente,batch-009
INSTR-TOP-010,scale_shock,instrumenten,batch-009
INSTR-TOP-061,scale_shock,instrumenten,batch-009
PROV-TOP-072,concentration,provincie,batch-009
PROV-TOP-106,scale_shock,provincie,batch-009
INKOOP-CAT-037,category_reveal,inkoop,batch-009
INSTR-TOP-051,scale_shock,instrumenten,batch-009
INKOOP-TOP-069,curiosity,inkoop,batch-009
INKOOP-TOP-016,curiosity,inkoop,batch-009
INSTR-TOP-084;INSTR-TOP-085,comparison,instrumenten,batch-009
PROV-TOP-101,concentration,provincie,batch-009
GEM-TOP-058,comparison,gemeente,batch-009
INKOOP-TOP-148,concentration,inkoop,batch-009
GEM-DOM-070,concentration,gemeente,batch-009
CROSS-MULTI-010,curiosity,integraal,batch-009
PROV-TOP-012,curiosity,provincie,batch-009
CROSS-MULTI-001,curiosity,integraal,batch-009
PROV-TOP-055,scale_shock,provincie,batch-009
INSTR-TOP-124,scale_shock,instrumenten,batch-009
INSTR-TOP-002,curiosity,instrumenten,batch-009
INKOOP-TOP-078,concentration,inkoop,batch-009
PUB-TOP-044,concentration,publiek,batch-009
GEM-TOP-157,curiosity,gemeente,batch-009
PUB-SRC-102,concentration,publiek,batch-009
APP-TOP-028,scale_shock,apparaat,batch-009
GEM-TOP-168,comparison,gemeente,batch-009
PROV-TOP-191,curiosity,provincie,batch-009
PROV-TOP-080,curiosity,provincie,batch-009
APP-KMIN-161,category_reveal,apparaat,batch-009
PUB-SRC-068,concentration,publiek,batch-009
INKOOP-TOP-030,curiosity,inkoop,batch-009
INSTR-TOP-089,scale_shock,instrumenten,batch-009
GEM-DOM-066,concentration,gemeente,batch-009
GEM-TOP-090,curiosity,gemeente,batch-009
PROV-TOP-003,concentration,provincie,batch-009
PROV-TOP-125,concentration,provincie,batch-009
PUB-TOP-037,concentration,publiek,batch-009
GEM-TOP-014,scale_shock,gemeente,batch-009
INSTR-TOP-058,scale_shock,instrumenten,batch-009
CROSS-MULTI-020,curiosity,integraal,batch-009
PROV-TOP-061,curiosity,provincie,batch-009
GEM-TOP-106,curiosity,gemeente,batch-009
PROV-TOP-025,curiosity,provincie,batch-009
INKOOP-TOP-102,curiosity,inkoop,batch-009
PROV-TOP-048,concentration,provincie,batch-009
PUB-TOP-108,concentration,publiek,batch-009
PROV-TOP-075,curiosity,provincie,batch-009
PROV-TOP-001,curiosity,provincie,batch-009
PROV-TOP-051,scale_shock,provincie,batch-009
APP-KMIN-183,category_reveal,apparaat,batch-009
APP-TOP-005,scale_shock,apparaat,batch-009
PROV-TOP-087,scale_shock,provincie,batch-009
PUB-SRC-020,concentration,publiek,batch-009
PROV-TOP-078,curiosity,provincie,batch-009
INKOOP-TOP-068,concentration,inkoop,batch-009
PUB-TOP-142,concentration,publiek,batch-009
PROV-TOP-099,concentration,provincie,batch-009
PUB-SRC-047,concentration,publiek,batch-009
APP-KMIN-147,category_reveal,apparaat,batch-009
APP-KMIN-041,category_reveal,apparaat,batch-009
INSTR-TOP-077,scale_shock,instrumenten,batch-009
PROV-TOP-112,scale_shock,provincie,batch-009
APP-KMIN-077,category_reveal,apparaat,batch-009
PROV-TOP-138,concentration,provincie,batch-009
PROV-TOP-015,curiosity,provincie,batch-009
PUB-TOP-055,concentration,publiek,batch-009
PROV-TOP-078,concentration,provincie,batch-009
INSTR-TOP-009,scale_shock,instrumenten,batch-009
PUB-SRC-194,concentration,publiek,batch-009
PROV-TOP-158,curiosity,provincie,batch-009
PUB-SRC-191,concentration,publiek,batch-009
PROV-TOP-020,curiosity,provincie,batch-009
INKOOP-TOP-023,concentration,inkoop,batch-009
PROV-TOP-146,concentration,provincie,batch-010
PROV-TOP-174,curiosity,provincie,batch-010
APP-MIN-008,curiosity,apparaat,batch-010
GEM-TOP-045,curiosity,gemeente,batch-010
INKOOP-TOP-014,concentration,inkoop,batch-010
PROV-TOP-131,concentration,provincie,batch-010
GEM-DOM-049,concentration,gemeente,batch-010
APP-KMIN-031,category_reveal,apparaat,batch-010
INKOOP-TOP-124,curiosity,inkoop,batch-010
INSTR-TOP-147;INSTR-TOP-148,comparison,instrumenten,batch-010
GEM-DOM-034,concentration,gemeente,batch-010
INSTR-TOP-052,curiosity,instrumenten,batch-010
GEM-DOM-004,concentration,gemeente,batch-010
PROV-TOP-174,concentration,provincie,batch-010
INKOOP-TOP-146,concentration,inkoop,batch-010
INSTR-TOP-065,curiosity,instrumenten,batch-010
PROV-TOP-177,curiosity,provincie,batch-010
PUB-TOP-095,concentration,publiek,batch-010
APP-TOP-015,scale_shock,apparaat,batch-010
INKOOP-TOP-134,concentration,inkoop,batch-010
GEM-TOP-086,scale_shock,gemeente,batch-010
GEM-TOP-128,curiosity,gemeente,batch-010
GEM-TOP-140,scale_shock,gemeente,batch-010
PROV-TOP-171,concentration,provincie,batch-010
APP-KMIN-115,category_reveal,apparaat,batch-010
PROV-TOP-078,scale_shock,provincie,batch-010
PUB-TOP-130,concentration,publiek,batch-010
PUB-TOP-028,concentration,publiek,batch-010
APP-KMIN-136,category_reveal,apparaat,batch-010
INSTR-TOP-118,scale_shock,instrumenten,batch-010
APP-MIN-003,curiosity,apparaat,batch-010
INKOOP-TOP-068,curiosity,inkoop,batch-010
PROV-TOP-108,curiosity,provincie,batch-010
PROV-TOP-053,curiosity,provincie,batch-010
GEM-TOP-189,curiosity,gemeente,batch-010
GEM-TOP-072,scale_shock,gemeente,batch-010
INSTR-TOP-043;INSTR-TOP-044,comparison,instrumenten,batch-010
INSTR-TOP-105,curiosity,instrumenten,batch-010
INSTR-TOP-035,curiosity,instrumenten,batch-010
INKOOP-TOP-058,category_reveal,inkoop,batch-010
PROV-TOP-021,scale_shock,provincie,batch-010
GEM-TOP-102,comparison,gemeente,batch-010
GEM-TOP-149,scale_shock,gemeente,batch-010
APP-KMIN-171,category_reveal,apparaat,batch-010
INKOOP-TOP-009,category_reveal,inkoop,batch-010
CROSS-MULTI-014,curiosity,integraal,batch-010
PROV-TOP-169,curiosity,provincie,batch-010
INSTR-TOP-055,curiosity,instrumenten,batch-010
INKOOP-TOP-122,category_reveal,inkoop,batch-010
PUB-SRC-061,concentration,publiek,batch-010
PUB-TOP-060,concentration,publiek,batch-010
PROV-TOP-064,scale_shock,provincie,batch-010
PUB-SRC-104,concentration,publiek,batch-010
INSTR-TOP-133,scale_shock,instrumenten,batch-010
GEM-TOP-101,curiosity,gemeente,batch-010
PROV-TOP-039,scale_shock,provincie,batch-010
INSTR-TOP-079,curiosity,instrumenten,batch-010
APP-MIN-007;APP-MIN-008,comparison,apparaat,batch-010
PROV-TOP-067,concentration,provincie,batch-010
INSTR-TOP-066,scale_shock,instrumenten,batch-010
INKOOP-CAT-034,category_reveal,inkoop,batch-010
APP-KMIN-101,category_reveal,apparaat,batch-010
INKOOP-TOP-057,curiosity,inkoop,batch-010
PROV-TOP-083,scale_shock,provincie,batch-010
INKOOP-TOP-060,concentration,inkoop,batch-010
INKOOP-TOP-066,concentration,inkoop,batch-010
INSTR-TOP-105,scale_shock,instrumenten,batch-010
CROSS-MULTI-009,curiosity,integraal,batch-010
INSTR-TOP-101,scale_shock,instrumenten,batch-010
INSTR-TOP-093,scale_shock,instrumenten,batch-010
INSTR-TOP-130,curiosity,instrumenten,batch-010
APP-KMIN-122,category_reveal,apparaat,batch-010
INKOOP-TOP-078,curiosity,inkoop,batch-010
PROV-TOP-027,concentration,provincie,batch-010
PROV-TOP-149,curiosity,provincie,batch-010
INKOOP-TOP-007,concentration,inkoop,batch-010
GEM-TOP-011,scale_shock,gemeente,batch-010
INSTR-TOP-118,curiosity,instrumenten,batch-010
INKOOP-TOP-137,curiosity,inkoop,batch-010
INSTR-TOP-078,curiosity,instrumenten,batch-010
PROV-TOP-163,curiosity,provincie,batch-010
PUB-SRC-005,concentration,publiek,batch-010
GEM-TOP-116,curiosity,gemeente,batch-010
APP-KMIN-056,category_reveal,apparaat,batch-010
INSTR-TOP-104,scale_shock,instrumenten,batch-010
INKOOP-TOP-021,category_reveal,inkoop,batch-010
APP-KMIN-067,category_reveal,apparaat,batch-010
INSTR-TOP-019,curiosity,instrumenten,batch-010
INKOOP-TOP-013,category_reveal,inkoop,batch-010
PUB-TOP-006,concentration,publiek,batch-010
GEM-TOP-109,curiosity,gemeente,batch-010
INSTR-TOP-128,curiosity,instrumenten,batch-010
APP-KMIN-102,category_reveal,apparaat,batch-010
PUB-TOP-075,concentration,publiek,batch-010
GEM-TOP-049,curiosity,gemeente,batch-010
PUB-SRC-035,concentration,publiek,batch-010
GEM-TOP-075,scale_shock,gemeente,batch-010
PUB-TOP-051,concentration,publiek,batch-010
INKOOP-TOP-042,concentration,inkoop,batch-010
INSTR-TOP-135;INSTR-TOP-136,comparison,instrumenten,batch-010
INSTR-TOP-123,curiosity,instrumenten,batch-011
INKOOP-TOP-044,curiosity,inkoop,batch-011
INKOOP-TOP-085,curiosity,inkoop,batch-011
INSTR-TOP-056,curiosity,instrumenten,batch-011
GEM-TOP-030,curiosity,gemeente,batch-011
INSTR-TOP-125,scale_shock,instrumenten,batch-011
INKOOP-TOP-022,concentration,inkoop,batch-011
INKOOP-TOP-121,category_reveal,inkoop,batch-011
PROV-TOP-040,curiosity,provincie,batch-011
APP-TOP-016,scale_shock,apparaat,batch-011
APP-KMIN-128,category_reveal,apparaat,batch-011
APP-KMIN-104,category_reveal,apparaat,batch-011
APP-MIN-004,scale_shock,apparaat,batch-011
GEM-TOP-091,curiosity,gemeente,batch-011
GEM-TOP-042,curiosity,gemeente,batch-011
PROV-TOP-137,concentration,provincie,batch-011
PROV-TOP-149,concentration,provincie,batch-011
PROV-TOP-034,scale_shock,provincie,batch-011
INKOOP-TOP-033,concentration,inkoop,batch-011
INKOOP-TOP-097,category_reveal,inkoop,batch-011
GEM-TOP-014,comparison,gemeente,batch-011
PROV-TOP-086,concentration,provincie,batch-011
GEM-DOM-015,concentration,gemeente,batch-011
INSTR-TOP-133;INSTR-TOP-134,comparison,instrumenten,batch-011
INSTR-TOP-075,curiosity,instrumenten,batch-011
INSTR-TOP-143,scale_shock,instrumenten,batch-011
PROV-TOP-004,scale_shock,provincie,batch-011
GEM-TOP-173,curiosity,gemeente,batch-011
INSTR-TOP-145,curiosity,instrumenten,batch-011
GEM-TOP-005,scale_shock,gemeente,batch-011
PUB-SRC-125,concentration,publiek,batch-011
PUB-SRC-030,concentration,publiek,batch-011
PUB-SRC-161,concentration,publiek,batch-011
GEM-TOP-029,curiosity,gemeente,batch-011
INKOOP-TOP-130,concentration,inkoop,batch-011
APP-KMIN-109,category_reveal,apparaat,batch-011
PUB-SRC-118,concentration,publiek,batch-011
INSTR-TOP-022,curiosity,instrumenten,batch-011
INKOOP-TOP-067,curiosity,inkoop,batch-011
INKOOP-TOP-103,category_reveal,inkoop,batch-011
INSTR-TOP-094,scale_shock,instrumenten,batch-011
PROV-TOP-185,concentration,provincie,batch-011
PUB-SRC-057,concentration,publiek,batch-011
PUB-TOP-093,concentration,publiek,batch-011
GEM-TOP-078,scale_shock,gemeente,batch-011
INKOOP-TOP-067,category_reveal,inkoop,batch-011
PUB-TOP-086,concentration,publiek,batch-011
APP-KMIN-184,category_reveal,apparaat,batch-011
INKOOP-TOP-139,curiosity,inkoop,batch-011
INKOOP-TOP-049,category_reveal,inkoop,batch-011
PROV-TOP-083,curiosity,provincie,batch-011
GEM-TOP-065,curiosity,gemeente,batch-011
INSTR-TOP-115,scale_shock,instrumenten,batch-011
PROV-TOP-004,curiosity,provincie,batch-011
GEM-TOP-137,curiosity,gemeente,batch-011
PROV-TOP-093,curiosity,provincie,batch-011
GEM-DOM-039,concentration,gemeente,batch-011
GEM-TOTAL-006;GEM-TOTAL-007,comparison,gemeente,batch-011
INKOOP-TOP-037,concentration,inkoop,batch-011
INSTR-TOP-034,scale_shock,instrumenten,batch-011
PUB-SRC-199,concentration,publiek,batch-011
APP-KMIN-146,category_reveal,apparaat,batch-011
GEM-TOP-080,scale_shock,gemeente,batch-011
PROV-TOP-059,scale_shock,provincie,batch-011
PROV-TOP-007,concentration,provincie,batch-011
GEM-TOP-121,scale_shock,gemeente,batch-011
PROV-TOP-151,concentration,provincie,batch-011
GEM-TOP-013,curiosity,gemeente,batch-011
GEM-TOP-014,curiosity,gemeente,batch-011
GEM-TOP-070,curiosity,gemeente,batch-011
PROV-TOP-089,concentration,provincie,batch-011
APP-MIN-017,scale_shock,apparaat,batch-011
PROV-TOP-079,curiosity,provincie,batch-011
PROV-TOP-091,curiosity,provincie,batch-011
INKOOP-TOP-045,curiosity,inkoop,batch-011
PROV-TOP-122,scale_shock,provincie,batch-011
GEM-TOP-112,scale_shock,gemeente,batch-011
INKOOP-TOP-064,curiosity,inkoop,batch-011
GEM-DOM-059,concentration,gemeente,batch-011
INSTR-TOP-111,scale_shock,instrumenten,batch-011
INSTR-TOP-048,scale_shock,instrumenten,batch-011
INKOOP-TOP-007,category_reveal,inkoop,batch-011
INKOOP-CAT-049,category_reveal,inkoop,batch-011
PUB-SRC-167,concentration,publiek,batch-011
GEM-TOP-105,scale_shock,gemeente,batch-011
PROV-TOP-090,scale_shock,provincie,batch-011
PROV-TOP-144,concentration,provincie,batch-011
INKOOP-TOP-122,concentration,inkoop,batch-011
INSTR-TOP-132,scale_shock,instrumenten,batch-011
PROV-TOP-066,concentration,provincie,batch-011
INKOOP-TOP-056,concentration,inkoop,batch-011
INKOOP-TOP-100,curiosity,inkoop,batch-011
INKOOP-TOP-046,concentration,inkoop,batch-011
GEM-TOTAL-002;GEM-TOTAL-003,comparison,gemeente,batch-011
PUB-TOP-076,concentration,publiek,batch-011
INKOOP-TOP-148,category_reveal,inkoop,batch-011
APP-TOP-020,scale_shock,apparaat,batch-011
INKOOP-TOP-086,category_reveal,inkoop,batch-011
INSTR-TOP-072,scale_shock,instrumenten,batch-011
INKOOP-TOP-002,category_reveal,inkoop,batch-011
PROV-TOP-169,concentration,provincie,batch-012
INKOOP-TOP-023,curiosity,inkoop,batch-012
GEM-TOP-057,scale_shock,gemeente,batch-012
PROV-TOP-143,concentration,provincie,batch-012
PROV-TOP-054,curiosity,provincie,batch-012
INSTR-TOP-104,curiosity,instrumenten,batch-012
INKOOP-TOP-063,concentration,inkoop,batch-012
INKOOP-TOP-083,curiosity,inkoop,batch-012
INKOOP-TOP-101,concentration,inkoop,batch-012
INSTR-TOP-062,curiosity,instrumenten,batch-012
PUB-SRC-130,concentration,publiek,batch-012
PROV-TOP-081,concentration,provincie,batch-012
GEM-TOP-054,scale_shock,gemeente,batch-012
INSTR-TOP-086,curiosity,instrumenten,batch-012
PROV-TOP-126,curiosity,provincie,batch-012
GEM-TOP-190,comparison,gemeente,batch-012
INSTR-TOP-082,scale_shock,instrumenten,batch-012
INSTR-TOP-098,scale_shock,instrumenten,batch-012
GEM-TOP-141,scale_shock,gemeente,batch-012
GEM-TOP-093,scale_shock,gemeente,batch-012
INKOOP-CAT-025,category_reveal,inkoop,batch-012
INKOOP-CAT-032,category_reveal,inkoop,batch-012
PUB-TOP-119,concentration,publiek,batch-012
INSTR-TOP-137,scale_shock,instrumenten,batch-012
APP-KMIN-176,category_reveal,apparaat,batch-012
GEM-DOM-047,concentration,gemeente,batch-012
INSTR-TOP-056,scale_shock,instrumenten,batch-012
PUB-TOP-135,concentration,publiek,batch-012
INKOOP-TOP-111,category_reveal,inkoop,batch-012
INKOOP-TOP-135,category_reveal,inkoop,batch-012
INKOOP-TOP-064,concentration,inkoop,batch-012
PROV-TOP-113,concentration,provincie,batch-012
PROV-TOP-114,curiosity,provincie,batch-012
INKOOP-TOP-058,concentration,inkoop,batch-012
INKOOP-CAT-011,category_reveal,inkoop,batch-012
GEM-TOP-108,scale_shock,gemeente,batch-012
PUB-SRC-128,concentration,publiek,batch-012
GEM-TOP-184,curiosity,gemeente,batch-012
PROV-TOP-172,concentration,provincie,batch-012
INKOOP-TOP-115,concentration,inkoop,batch-012
APP-KMIN-020,category_reveal,apparaat,batch-012
PUB-SRC-190,concentration,publiek,batch-012
GEM-TOP-051,curiosity,gemeente,batch-012
INKOOP-TOP-120,concentration,inkoop,batch-012
INKOOP-TOP-086,curiosity,inkoop,batch-012
GEM-TOP-143,scale_shock,gemeente,batch-012
GEM-TOP-009,scale_shock,gemeente,batch-012
PROV-TOP-101,curiosity,provincie,batch-012
APP-KMIN-032,category_reveal,apparaat,batch-012
PROV-TOP-092,concentration,provincie,batch-012
APP-KMIN-072,category_reveal,apparaat,batch-012
