fact_id,module,entity,metric,value,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,years_with_data,row_count,query_ref,verified_at
INSTR-TOP-130,instrumenten,Ebn B.V.,total_received,1498538000,0,0,21350000,29318000,29532000,25836000,1078922000,121873000,191707000,7,39,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-131,instrumenten,Stichting Hoger Onderwijs Nederland,total_received,1479566000,524000,145984000,161986000,172695000,428000,228904000,258818000,255594000,254633000,9,49,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-132,instrumenten,Provincie groningen,total_received,1463163000,2464000,24551000,5977000,28665000,24162000,330515000,224791000,327283000,494755000,9,136,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-133,instrumenten,Stichting ROC Mondriaan,total_received,1398918000,338000,125394000,146003000,153761000,168735000,184773000,189612000,218554000,211748000,9,120,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-134,instrumenten,Provincie limburg,total_received,1378763000,4259000,1048000,1818000,1583000,28233000,292837000,358740000,288719000,401526000,9,134,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-135,instrumenten,Gemeente Delft,total_received,1377839000,13000,13000,0,10000,8538000,312499000,313843000,382097000,360826000,8,106,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-136,instrumenten,Gemeente Alkmaar,total_received,1374736000,-13000,15000,0,35000,113000,306541000,330181000,369473000,368391000,7,114,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-137,instrumenten,Gemeente Zoetermeer,total_received,1361895000,15000,1000,0,110000,513000,300705000,316207000,382662000,361682000,8,108,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-138,instrumenten,Undp/Pnud,total_received,1358950000,129870000,94680000,139360000,146950000,182847000,158840000,213484000,158165000,134754000,9,164,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-139,instrumenten,Breda,total_received,1355928000,0,314270000,327168000,347665000,366825000,0,0,0,0,4,21,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-140,instrumenten,Gemeente Haarlemmermeer,total_received,1350883000,702000,859000,0,1947000,4227000,277843000,308873000,411553000,344879000,8,147,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-141,instrumenten,Eneco Consumenten,total_received,1349642000,0,0,0,0,0,0,719624000,630018000,0,2,4,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-142,instrumenten,Gemeente Deventer,total_received,1330116000,18000,19000,0,0,466000,305654000,295774000,364311000,363874000,7,109,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-143,instrumenten,Gemeente Helmond,total_received,1313801000,5014000,4390000,0,4890000,13881000,299182000,298569000,351127000,336748000,8,156,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-144,instrumenten,Stichting ROC Midden Nederland,total_received,1296319000,690000,125281000,144901000,151251000,159030000,166355000,171838000,190571000,186402000,9,93,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-145,instrumenten,Provincie Noord-Holland,total_received,1296013000,60000,15000,158000,156000,10074000,243711000,295413000,331159000,415267000,9,58,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-146,instrumenten,Universiteit Maastricht,total_received,1293742000,1616000,290147000,1517000,2071000,3473000,3768000,3214000,478827000,509109000,9,157,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-147,instrumenten,Leeuwarden,total_received,1288130000,0,274219000,310319000,350687000,352905000,0,0,0,0,4,21,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-148,instrumenten,Apeldoorn,total_received,1286780000,0,290465000,310232000,329128000,356955000,0,0,0,0,4,23,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-149,instrumenten,Gemeente Ede,total_received,1274175000,3856000,3566000,0,3670000,3956000,286378000,295907000,333126000,343716000,8,162,Q-INSTR-01,2026-03-02T19:28:34Z
INSTR-TOP-150,instrumenten,Unicef,total_received,1274075000,125556000,94142000,152472000,146676000,129178000,139747000,182688000,139494000,164122000,9,99,Q-INSTR-01,2026-03-02T19:28:34Z
