fact_id,ontvanger,jaar,bedrag,descriptor,type
INSTR-423,Stichting Hoger Beroepsonderwijs Haaglanden,2024,189985000,Onderwijsdeel hbo,Bekostiging
INSTR-424,Gemeente Almelo,2024,189687000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-425,Gemeente Oss,2023,189174000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-426,Provincie Flevoland,2024,188885000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-427,Commissariaat voor de Media,2024,188349000,Regionale Omroep,Bekostiging
INSTR-428,Stichting NHL Stenden Hogeschool,2024,187718000,Onderwijsdeel hbo,Bekostiging
INSTR-429,Stichting Albeda,2024,187711000,Bekostiging MBO-instellingen,Bekostiging
INSTR-430,Kamer van Koophandel,2023,187691000,Kamer van Koophandel,Bijdrage aan ZBOs en RWTs
INSTR-431,Dienst Justitiële Inrichtingen,2022,187479000,DJI - jeugd,Bijdrage Agentschappen
INSTR-432,Centraal Bureau voor de Statistiek,2022,186892000,Bijdrage CBS (vanaf 2020),Bijdragen aan ZBO / RWT
INSTR-433,Gemeente Groningen,2024,186747000,Gebundeld inkomensdeel aan gemeenten,Inkomensoverdrachten
INSTR-434,Gemeente Helmond,2022,185361000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-435,Sociale Verzekeringsbank,2023,185100000,Soc. premies Getto uitkeringen,Inkomensoverdrachten
INSTR-436,Stichting BOOR,2022,184705000,Bekostiging Primair Onderwijs,Bekostiging
INSTR-437,Gemeente Purmerend,2023,184150000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-438,Sociale Verzekeringsbank,2024,184133000,Uitvoeringskosten SVB,Bijdrage aan ZBOs en RWTs
INSTR-439,World Bank International Finance,2024,183989000,Wereldbank - IDA,Bijdrage aan (inter-)nationale organisaties
INSTR-440,Uitvoeringsinstituut werknemersverzeke-,2022,183700000,STAP,Subsidies
INSTR-441,Gemeente Nissewaard,2023,183463000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-442,Gemeente Schiedam,2023,183190000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-443,Provincie Groningen,2022,182831000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-444,Gemeente Gouda,2024,182625000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-445,Gemeente Westland,2023,182212000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-446,Centraal bureau voor de statistiek,2023,181656000,Bijdrage CBS (vanaf 2020),Bijdrage aan ZBOs en RWTs
INSTR-447,Gemeente Vlaardingen,2024,181507000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-448,LAND ARUBA - DIRECTIE FINANCIEN,2022,181478000,Leningen aan Aruba,Leningen
INSTR-449,Reclassering Nederland,2023,180885000,Bijdrage ZBO's/RWT's: Reclassering Nederland,Bijdrage aan ZBOs en RWTs
INSTR-450,Uitvoeringsinstituut werknemersverzekeringen,2023,180798000,Rijksbijdrage tegemoetkoming arbeidsongeschikten,Bijdrage aan ZBOs en RWTs
INSTR-451,Geanonimiseerde ontvanger(s) van Leningen voor Collegegeldkrediet (NR),2023,180339000,Collegegeldkrediet (NR),Leningen
INSTR-452,SOCIALE VERZEKERINGSBANK,2024,179700000,INK Uitkeringen Oorlogswetten,Inkomensoverdrachten
INSTR-453,Nederlandse organisatie voor,2024,179665000,NWO fonds onderzoek en wetenschap,Bekostiging
INSTR-454,Stichting Kentalis Onderwijs,2024,179303000,Bekostiging Primair Onderwijs,Bekostiging
INSTR-455,Gemeente Hilversum,2023,179291000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-456,Gemeente Lelystad,2022,179124000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-457,Commissariaat voor de Media,2023,178968000,Regionale Omroep,Bekostiging
INSTR-458,Gemeente Almelo,2023,178899000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-459,Gemeente Hengelo,2023,177989000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-460,Provincie Drenthe,2022,177577000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-461,Plastic-grondslag,2022,177346000,Plastic-grondslag,Bijdrage (inter)nationale orgs
INSTR-462,Gemeente Súdwest-Fryslân,2022,176698000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-463,Stichting Voortgezet Onderwijs Haaglanden,2024,176296000,Bekostiging voortgezet onderwijs lumpsum,Bekostiging
INSTR-464,Stg. Beroepsonderw./ Volw.educ en AVO in Friesland en Flevoland,2023,175990000,Bekostiging MBO-instellingen,Bekostiging
INSTR-465,Stichting Albeda,2023,175788000,Bekostiging MBO-instellingen,Bekostiging
INSTR-466,Invest-NL N.V.,2022,175000000,Kapitaalinj.InvestNL,Vermogenverschaffing
INSTR-467,Gemeente Land van Cuijk,2024,174901000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-468,Stichting Albeda,2022,174580000,Bekostiging MBO-instellingen,Bekostiging
INSTR-469,World Bank Group,2023,174530000,Wereldbank - IDA,Bijdrage aan (inter-)nationale organisaties
INSTR-470,Gemeente Roosendaal,2024,173695000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-471,Gemeente Dijk en Waard,2024,173275000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-472,Gemeente Oss,2022,172503000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-473,Gemeente Schiedam,2022,171888000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-474,Gemeente Purmerend,2022,171818000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-475,Nederlandse organisatie voor,2023,171799000,NWO fonds onderzoek en wetenschap,Bekostiging
INSTR-476,Gemeente Utrecht,2024,171301000,Gebundeld inkomensdeel aan gemeenten,Inkomensoverdrachten
INSTR-477,Gemeente Gouda,2023,170402000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-478,Vereniging van Stedelijke Vervoerbedrijven,2023,170144000,Reisvoorziening gift (R),Inkomensoverdrachten
INSTR-479,Stichting Kentalis Onderwijs,2023,170031000,Bekostiging Primair Onderwijs,Bekostiging
INSTR-480,Provincie Zeeland,2023,169988000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-481,Gemeente Vlaardingen,2023,169864000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-482,Gemeente Hoorn,2024,169720000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-483,Stichting ROC Mondriaan,2024,168122000,Bekostiging MBO-instellingen,Bekostiging
INSTR-484,Stichting Rotterdamse Vereniging voor Katholiek Onderwijs,2024,167936000,Bekostiging Primair Onderwijs,Bekostiging
INSTR-485,Gemeente Nissewaard,2022,167856000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-486,Sociale Verzekeringsbank,2022,167764000,UITVKSTN SVB,Bijdrage ZBO en RWT
INSTR-487,Provincie Zeeland,2024,167499000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-488,Reclassering Nederland,2022,167493000,Reclassering Nederland,Bijdragen aan ZBOs/RWTs
INSTR-489,Uitvoeringsinstituut werknemersverzeke-,2022,167394000,RB TEGEMOETK AO,Bijdrage B&S Fondsen
INSTR-490,Centraal Justitieel Incassobureau,2022,166967000,CJIB,Bijdrage Agentschappen
INSTR-491,Gemeente Westland,2022,166805000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-492,Gemeente Assen,2024,166651000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-493,Gemeente Hilversum,2022,166526000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-494,Gemeente Almelo,2022,166307000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-495,Nederlandse organisatie voor,2024,165885000,NWO Talentenontwikkeling,Bekostiging
INSTR-496,Nederlandse organisatie voor,2023,165885000,NWO Talentenontwikkeling,Bekostiging
INSTR-497,NWO Ned Org Wetensch Onderz,2022,165884000,NWO Talentenontwikkeling,Bekostiging
INSTR-498,Gemeente Groningen,2023,165735000,Gebundeld inkomensdeel aan gemeenten,Inkomensoverdrachten
INSTR-499,Gemeente Land van Cuijk,2023,165208000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-500,Stichting Regionaal Opleidingencentrum van Twente,2024,165083000,Bekostiging MBO-instellingen,Bekostiging
